feature	V1	V2	cluster	mean	NrOfGenes	x	y	z	week	part	nrOfVariableGenes	nrOfClusters
26_7_520_6	5.4816801538881	-10.1905795564826	3	1.98045112781955	1330	26	7	520	6	None	-1	3
26_7_521_6	9.15625273950111	0.706481506336008	3	2.31431431431431	1998	26	7	521	6	None	-1	3
26_7_675_6	-24.0283487990471	-4.17346140836872	2	3.42584514721919	1834	26	7	675	6	None	-1	3
26_8_360_6	18.095787382444	-16.0447157485684	3	2.14979001399907	2143	26	8	360	6	HopX	-1	3
26_8_520_6	9.96835155061033	3.98857774040836	3	2.15832482124617	1958	26	8	520	6	None	-1	3
26_8_521_6	14.0725997616348	1.86170962778273	3	2.45790251107829	2708	26	8	521	6	Isl1	-1	3
26_8_675_6	-20.3034311943341	-10.1792193451018	2	2.43800440205429	1363	26	8	675	6	None	-1	3
26_9_360_6	11.9166995251558	5.93477721877471	3	2.48016230838593	2218	26	9	360	6	None	-1	3
26_9_520_6	3.27440342713912	-11.3246841834229	3	2.34430255402751	2036	26	9	520	6	None	-1	3
26_9_521_6	13.9739791356893	1.92409644129237	3	2.45890128046262	2421	26	9	521	6	None	-1	3
26_9_675_6	-23.4122229999617	-10.422734643015	2	2.53906810035842	1395	26	9	675	6	None	-1	3
27_10_520_6	16.0677694063303	-10.2834928344698	3	2.06816220880069	2318	27	10	520	6	None	-1	3
27_10_521_6	15.1109057884909	-2.07766555418443	3	2.26392842618951	2459	27	10	521	6	None	-1	3
27_11_520_6	-6.01834419366256	12.6637539232626	1	1.68151715833835	1661	27	11	520	6	None	-1	3
27_11_521_6	-4.31586333193801	18.2380410286114	1	1.88254665203074	2733	27	11	521	6	None	-1	3
27_12_360_6	-15.9975656365507	-7.62783772315377	2	2.10661980082015	1707	27	12	360	6	None	-1	3
27_12_675_6	-4.74075133990429	-6.28346676311161	2	1.54269972451791	363	27	12	675	6	None	-1	3
27_13_360_6	-14.4756142448491	-15.6290943307619	2	2.06036217303823	1491	27	13	360	6	None	-1	3
27_13_520_6	-11.6130188937285	-11.3895546373886	2	1.66586345381526	1245	27	13	520	6	None	-1	3
27_13_521_6	-11.6092516791567	-11.9939765547526	2	1.76406035665295	1458	27	13	521	6	None	-1	3
27_14_360_6	-14.1575693160555	-2.93524155860389	2	2.06558185404339	2028	27	14	360	6	None	-1	3
27_14_520_6	-21.272183705451	-4.81167977468219	2	2.30658550083011	1807	27	14	520	6	None	-1	3
27_14_521_6	-21.5046166783857	-4.75345126153602	2	2.59416707859614	2023	27	14	521	6	None	-1	3
27_14_675_6	-7.39527319026369	-4.45092859468052	2	2.22278481012658	790	27	14	675	6	None	-1	3
27_15_675_6	-6.9959441374825	13.2406057929852	1	1.72593500919681	1631	27	15	675	6	None	-1	3
27_17_360_6	-13.268712348184	12.8057464626513	1	2.42154065620542	2804	27	17	360	6	Isl1	-1	3
27_17_520_6	-7.4107894082101	14.7474685783798	1	1.83221797323136	2092	27	17	520	6	None	-1	3
27_17_521_6	-8.53662345595526	4.39726742065595	1	1.59424920127796	939	27	17	521	6	None	-1	3
27_18_360_6	-8.22672646789962	18.369797514087	1	1.99332306111967	1947	27	18	360	6	None	-1	3
27_18_520_6	-10.7010389307229	8.16738269464395	1	1.71386775892335	1709	27	18	520	6	None	-1	3
27_18_521_6	-7.57135398223481	7.38180535503812	1	1.76759708737864	1648	27	18	521	6	None	-1	3
27_19_360_6	-8.23035069686317	18.366561437802	1	1.95170332039672	2319	27	19	360	6	None	-1	3
27_20_360_6	-5.28302936261559	15.6598230186559	1	1.89227072486984	2497	27	20	360	6	None	-1	3
27_21_360_6	-26.1699599189843	-3.48564219455599	2	2.88860103626943	1930	27	21	360	6	None	-1	3
27_2_521_6	-1.80005801558992	4.04364656237904	3	1.8263695450325	2154	27	2	521	6	None	-1	3
27_3_520_6	2.09880194122909	7.20083222846567	3	1.70105655686762	1609	27	3	520	6	None	-1	3
27_3_521_6	11.7479063997412	10.2787079455394	3	2.07134410721324	2537	27	3	521	6	None	-1	3
27_4_520_6	12.4636213506899	-12.5670394539347	3	2.06736965436438	1707	27	4	520	6	None	-1	3
27_4_521_6	12.9456416970471	1.51939683884677	3	2.2876254180602	2392	27	4	521	6	HopX	-1	3
27_5_520_6	-1.23171890023201	-3.33615562040942	3	1.58823529411765	884	27	5	520	6	None	-1	3
27_5_521_6	0.841534602810762	-4.76868027361545	3	1.81185567010309	1164	27	5	521	6	None	-1	3
27_6_520_6	6.59553102717366	-1.54551384478135	3	1.85444234404537	1058	27	6	520	6	None	-1	3
27_6_521_6	4.06630480110537	-18.8384015410312	3	2.05162144275314	1511	27	6	521	6	None	-1	3
27_7_520_6	9.07064078308738	-12.0161046182941	3	1.95103289977047	1307	27	7	520	6	None	-1	3
27_7_521_6	12.3534570023943	-6.38074745385414	3	2.20772442588727	1916	27	7	521	6	None	-1	3
27_7_675_6	-4.72038448380322	-8.90434537670573	2	1.83639143730887	654	27	7	675	6	None	-1	3
27_8_520_6	7.62986055917888	-5.79040817588358	3	1.90909090909091	1331	27	8	520	6	None	-1	3
27_8_521_6	10.9527709620756	1.30446714745052	3	2.12270960577457	1801	27	8	521	6	None	-1	3
27_8_675_6	-6.73443293848401	-7.98154020241473	2	1.51214574898785	494	27	8	675	6	None	-1	3
27_9_520_6	4.36766897415235	-9.52805381608739	3	1.94122383252818	1242	27	9	520	6	None	-1	3
27_9_521_6	13.2736001332758	-4.06697994654892	3	2.25862068965517	1914	27	9	521	6	None	-1	3
27_9_675_6	-11.303295999484	-2.26775231969126	2	1.84610431423052	1553	27	9	675	6	None	-1	3
28_10_360_6	-18.8745519996384	-8.49450642333754	2	2.47537313432836	1340	28	10	360	6	None	-1	3
28_11_360_6	-11.5527330204378	-16.4924652669884	2	2.57481751824818	1644	28	11	360	6	None	-1	3
28_12_520_6	-8.24440623379531	-11.3170384267693	2	1.57820240622788	1413	28	12	520	6	None	-1	3
28_12_521_6	-14.8883743713854	-4.19460489521869	2	1.99910474485228	2234	28	12	521	6	None	-1	3
28_13_360_6	4.42066634482646	12.1983418728845	1	2.10242914979757	2470	28	13	360	6	None	-1	3
28_13_520_6	-10.4910458530124	-11.9502317122625	2	1.80766598220397	1461	28	13	520	6	None	-1	3
28_13_521_6	-10.9279297151628	-12.8243720006349	2	2.01731102135026	1733	28	13	521	6	None	-1	3
28_15_360_6	-9.99613895474694	-18.9199407647347	2	1.87374461979914	1394	28	15	360	6	None	-1	3
28_15_520_6	-9.41260790135482	16.3929022789113	1	1.87875751503006	1996	28	15	520	6	None	-1	3
28_15_521_6	-12.5719365666751	12.3170557322772	1	2.06875275451741	2269	28	15	521	6	None	-1	3
28_16_520_6	-7.89249680254974	15.0232564659468	1	1.93697325027483	2729	28	16	520	6	None	-1	3
28_16_521_6	-8.66303839362476	15.7268216138502	1	1.95053272450533	2628	28	16	521	6	HopX	-1	3
28_17_520_6	-7.34517512838819	15.0701097175678	1	1.98331078033378	2217	28	17	520	6	None	-1	3
28_17_521_6	-6.00259355315521	18.2359855377676	1	1.90082320658565	2551	28	17	521	6	None	-1	3
28_18_360_6	-8.07021298764551	18.3869576999019	1	2	2425	28	18	360	6	None	-1	3
28_18_520_6	-9.97005223035932	12.2458785138724	1	1.82089552238806	2814	28	18	520	6	HopX	-1	3
28_18_521_6	-5.97924592575383	18.449977689396	1	2.05848830233953	3334	28	18	521	6	None	-1	3
28_19_360_6	-12.854508098788	6.58058053528	1	1.62706611570248	968	28	19	360	6	None	-1	3
28_20_360_6	-12.7798663859752	8.84753224320179	1	1.60931630353118	1331	28	20	360	6	None	-1	3
28_21_360_6	-26.3185521589255	-4.90182788116959	2	2.85436241610738	1490	28	21	360	6	None	-1	3
28_4_521_6	-4.52784243685633	3.05117082029463	1	1.61440407903123	1569	28	4	521	6	None	-1	3
28_5_521_6	10.3719861193265	11.5939147819398	3	2.17438173747622	3154	28	5	521	6	HopX	-1	3
28_6_521_6	15.2460581394329	-1.81153407695478	3	2.09459977020299	2611	28	6	521	6	None	-1	3
28_7_521_6	1.58493066947583	-4.10727248600402	3	1.88160535117057	1495	28	7	521	6	None	-1	3
28_8_521_6	15.4186171024745	-14.5726964031075	3	2.11443661971831	2272	28	8	521	6	None	-1	3
28_9_521_6	-2.94254008816813	17.8750861158043	1	1.87420634920635	2520	28	9	521	6	None	-1	3
29_10_520_6	-23.9760659327577	-6.79418337587964	2	2.74910607866508	1678	29	10	520	6	None	-1	3
29_10_521_6	-5.92947567649516	-5.14020958550984	2	1.71920668058455	958	29	10	521	6	None	-1	3
29_11_360_6	-13.2110317300677	-9.05038337153106	2	1.93891102257636	1506	29	11	360	6	None	-1	3
29_11_520_6	-12.4752103887466	-8.76115387949531	2	1.84516489659027	1789	29	11	520	6	None	-1	3
29_11_521_6	-12.4168761660144	-17.080050485183	2	1.9509483322433	1529	29	11	521	6	None	-1	3
29_12_360_6	-22.8534957871699	-4.76553678647802	2	2.86948297604035	1586	29	12	360	6	None	-1	3
29_13_360_6	-20.3961097093783	-4.488373774413	2	2.49957007738607	2326	29	13	360	6	None	-1	3
29_13_520_6	-8.72351857269001	-6.64467435102323	2	1.60660980810235	938	29	13	520	6	None	-1	3
29_13_521_6	-13.1050626401137	-4.15516920878842	2	1.90297619047619	1680	29	13	521	6	None	-1	3
29_14_360_6	-4.96680132010558	-4.99697733514321	2	1.72560975609756	656	29	14	360	6	None	-1	3
29_15_360_6	-14.5212061802175	-5.90481234663432	2	2.10216406643181	1987	29	15	360	6	None	-1	3
29_15_520_6	-10.8756316906525	13.119467359953	1	1.98738033072237	2298	29	15	520	6	None	-1	3
29_15_521_6	-9.63605419117567	16.9768342126926	1	2.2157490396927	3124	29	15	521	6	HopX	-1	3
29_16_520_6	-6.94657100414759	15.9711966604623	1	3.0820361800589	4754	29	16	520	6	Isl1	-1	3
29_16_521_6	-10.535855528242	21.839504043751	1	2.94428706326723	5295	29	16	521	6	None	-1	3
29_17_520_6	-6.60923082680405	16.6833513665552	1	2.04290296712109	2494	29	17	520	6	None	-1	3
29_17_521_6	-6.55626054854383	16.9061097101485	1	2.52262587635437	3138	29	17	521	6	None	-1	3
29_18_360_6	-7.11552715607886	18.5086657153428	1	1.97766749379653	2418	29	18	360	6	None	-1	3
29_19_360_6	-11.7001720266397	7.32501064350436	1	1.84520547945205	1460	29	19	360	6	None	-1	3
29_20_360_6	-9.21945731282886	3.80587960312108	2	2.06297420333839	1318	29	20	360	6	None	-1	3
29_21_360_6	-26.0892129207117	-5.49904498148681	2	3.21777130371449	1373	29	21	360	6	None	-1	3
29_7_520_6	-17.645084321282	-12.4590746199371	2	2.24234527687296	1535	29	7	520	6	None	-1	3
29_8_520_6	-14.8697183501934	-3.97149530546425	2	1.9155	2000	29	8	520	6	None	-1	3
29_8_521_6	-18.314393824698	-11.2264369079462	2	2.28464885021753	1609	29	8	521	6	None	-1	3
29_9_520_6	-9.58334688198658	-11.0902422749784	2	1.85413290113452	1234	29	9	520	6	None	-1	3
29_9_521_6	-10.6130699153058	-7.82436471855559	2	1.61417322834646	889	29	9	521	6	None	-1	3
30_10_520_6	-24.4366715483091	-4.61768139289547	2	3.22260612043435	2026	30	10	520	6	None	-1	3
30_10_521_6	-23.8531011013769	-2.02800665425342	2	4.18094900849858	2824	30	10	521	6	None	-1	3
30_11_520_6	-12.7916796229217	-7.95843152997037	2	1.92456479690522	1551	30	11	520	6	None	-1	3
30_11_521_6	-15.5222828962851	-4.08236256663089	2	2.05059370160041	1937	30	11	521	6	None	-1	3
30_12_360_6	-14.9551971746326	-12.1322682839773	2	2.51609892673822	2143	30	12	360	6	None	-1	3
30_13_360_6	-8.47836383515868	-15.9729286322382	2	2.31539541413196	2137	30	13	360	6	None	-1	3
30_14_360_6	-9.23783066058312	-6.70760281638635	2	1.64848484848485	660	30	14	360	6	None	-1	3
30_15_520_6	-15.114535580784	6.39096945150132	1	2.07722969606378	2007	30	15	520	6	None	-1	3
30_15_521_6	-11.7520106728813	4.99920208046067	2	1.48789932236205	1033	30	15	521	6	None	-1	3
30_16_520_6	-7.12261866943495	15.2061432259166	1	2.00443727309399	2479	30	16	520	6	None	-1	3
30_16_521_6	-6.18724289772672	17.6724684022778	1	2.16612495485735	2769	30	16	521	6	None	-1	3
30_17_360_6	-11.9433562429377	11.9079012251287	1	1.99764150943396	2544	30	17	360	6	None	-1	3
30_17_520_6	-26.3551861914777	-4.12324615050473	2	2.59866962305987	2255	30	17	520	6	None	-1	3
30_17_521_6	-6.61118613173485	15.5086213049611	1	1.96781319028085	3169	30	17	521	6	None	-1	3
30_18_360_6	-12.2361639533569	11.8668045034006	1	2.0265780730897	2709	30	18	360	6	None	-1	3
30_18_521_6	-13.6544762511456	5.15926915759003	2	1.88590604026846	1043	30	18	521	6	None	-1	3
30_19_360_6	-6.81869100737732	11.760508612208	1	1.88071748878924	2230	30	19	360	6	None	-1	3
30_21_360_6	-11.0885351438125	5.27808335675156	2	1.6687898089172	471	30	21	360	6	None	-1	3
30_8_520_6	-25.1136720958691	-8.86594367685684	2	3.01588502269289	1322	30	8	520	6	None	-1	3
30_8_521_6	-11.1717215325497	-7.25753157190577	2	1.8970802919708	1370	30	8	521	6	None	-1	3
30_9_520_6	-23.8992706647887	-2.26040812442583	2	3.44846217788861	2406	30	9	520	6	None	-1	3
30_9_521_6	-24.2875620798589	-4.15122280120914	2	3.81774684645498	2299	30	9	521	6	None	-1	3
31_10_521_6	-24.0312630970114	-4.72380079995048	2	3.64213197969543	2364	31	10	521	6	None	-1	3
31_11_520_6	-10.9733325459845	-9.55286048822775	2	2.07182320441989	1267	31	11	520	6	None	-1	3
31_11_521_6	-19.1022877264931	-7.63722469804232	2	2.68901734104046	1730	31	11	521	6	None	-1	3
31_12_521_6	-14.4591870818685	-6.50117693621111	2	2.00599101347978	2003	31	12	521	6	None	-1	3
31_15_521_6	-6.82440964841002	13.2767323880706	1	1.80414201183432	1690	31	15	521	6	None	-1	3
31_16_520_6	-7.32707032378677	14.7856366728761	1	1.87091556130702	3091	31	16	520	6	None	-1	3
31_16_521_6	-6.19871866676662	18.7689380767413	1	2.0831415420023	3476	31	16	521	6	HopX	-1	3
31_17_520_6	-24.7264921539854	-4.05458006003219	2	3.3038752362949	2116	31	17	520	6	None	-1	3
31_17_521_6	-6.56754572177677	15.804505959121	1	2.29140538546662	2711	31	17	521	6	None	-1	3
31_19_360_6	-6.53329652698128	18.21808779036	1	2.32379904657132	2727	31	19	360	6	None	-1	3
31_8_521_6	-15.4200039088737	-10.4386762701102	2	2.16793893129771	2227	31	8	521	6	HopX	-1	3
31_9_521_6	-24.4608362276253	-10.1781418442581	2	3.21733668341709	1592	31	9	521	6	None	-1	3
32_15_520_6	-9.64204719151675	6.66796300126787	1	1.63756177924217	1214	32	15	520	6	None	-1	3
32_16_520_6	-10.4726470518627	7.23189166564967	1	1.6066985645933	1045	32	16	520	6	None	-1	3
32_16_521_6	-7.21619732478069	18.3840228291792	1	2.1026769343601	2727	32	16	521	6	None	-1	3
7_10_361_6	-2.79619744936232	-2.18674610828118	2	1.53534031413613	764	7	10	361	6	None	-1	3
7_11_361_6	1.72796466529746	7.32414832285623	3	1.68895800933126	1286	7	11	361	6	None	-1	3
7_12_361_6	0.287699111850691	8.22923145321477	1	1.77157622739018	1935	7	12	361	6	None	-1	3
7_13_361_6	-5.17799155244454	6.60720189796594	1	1.85845213849287	1964	7	13	361	6	None	-1	3
7_19_361_6	-13.5029979717554	-10.4228964031627	2	2.07400828892836	1689	7	19	361	6	None	-1	3
8_10_361_6	16.8568970735417	-12.4894757197401	3	2.1288056206089	2135	8	10	361	6	None	-1	3
8_11_361_6	13.3970135515332	5.89875110283473	3	2.42267628205128	2496	8	11	361	6	None	-1	3
8_12_361_6	17.0968892765092	2.63975086071421	3	2.31358024691358	2430	8	12	361	6	None	-1	3
8_13_361_6	5.38290548879873	-17.2481615250957	3	2.12928348909657	1926	8	13	361	6	None	-1	3
8_14_361_6	13.9992218735816	-11.157417956082	3	2.07250129466598	1931	8	14	361	6	None	-1	3
8_15_361_6	0.494806280999372	8.91609868218999	1	1.89143793527243	2441	8	15	361	6	None	-1	3
8_17_361_6	-7.86490595045376	-14.8360921144062	2	1.88880187940486	1277	8	17	361	6	None	-1	3
8_18_361_6	-23.221102384399	-6.51668007515193	2	2.63893510815308	1202	8	18	361	6	None	-1	3
8_19_361_6	-12.6612910582295	-10.2234024670545	2	1.98333333333333	1800	8	19	361	6	None	-1	3
8_20_361_6	-13.4847420953297	-7.38874866407304	2	1.92926490984743	1442	8	20	361	6	None	-1	3
8_7_361_6	6.75151789730212	10.1092246031677	3	1.98575244879786	2246	8	7	361	6	None	-1	3
8_8_361_6	11.8886042756945	-5.13410821079504	3	2.18992606284658	2164	8	8	361	6	None	-1	3
8_9_361_6	13.7144523472271	8.29811386028697	3	2.1264367816092	1914	8	9	361	6	None	-1	3
9_10_361_6	16.975603861772	-11.3141858247629	3	2.38264115725618	2143	9	10	361	6	None	-1	3
9_11_361_6	13.1092711442706	5.27025572311635	3	2.33659574468085	2350	9	11	361	6	None	-1	3
9_12_115_6	10.2340914583029	11.9447084520123	3	1.95576208178439	2690	9	12	115	6	HopX	-1	3
9_12_361_6	14.2329844942931	0.414272640390532	3	2.19419862340216	2034	9	12	361	6	None	-1	3
9_13_115_6	25.1813730636056	-1.6241120071941	3	1.98271975957926	2662	9	13	115	6	None	-1	3
9_13_361_6	20.1395875076158	-9.65047421613418	3	2.5293671845396	2639	9	13	361	6	None	-1	3
9_14_115_6	17.3149179921831	15.6686296539119	3	2.74105120072497	4414	9	14	115	6	None	-1	3
9_14_361_6	15.9584473551615	10.7453003984292	3	2.92421746293245	3642	9	14	361	6	None	-1	3
9_15_115_6	12.0873165374731	12.7333668417406	3	2.04467754467754	2574	9	15	115	6	HopX	-1	3
9_15_361_6	12.6918276928419	-11.6772825622597	3	2.09994568169473	1841	9	15	361	6	None	-1	3
9_16_115_6	11.3867908465462	11.8050245799371	3	2.01181375955525	2878	9	16	115	6	None	-1	3
9_16_361_6	-0.454697782074655	7.53614275009602	1	1.80745341614907	1932	9	16	361	6	None	-1	3
9_17_115_6	-4.72937218676648	0.421561582203578	2	1.56651524983777	1541	9	17	115	6	None	-1	3
9_17_361_6	-8.57627831981537	-9.90689798033035	2	1.6644370122631	897	9	17	361	6	None	-1	3
9_18_361_6	-25.0134824790731	-8.93243740278299	2	3.24005190311419	2312	9	18	361	6	None	-1	3
9_19_361_6	-21.168126276567	-5.42640770407828	2	2.80529300567108	2645	9	19	361	6	None	-1	3
9_20_361_6	-15.5086737530766	-6.44384337100322	2	2.13791113675707	1733	9	20	361	6	None	-1	3
9_21_361_6	-14.7207044168513	-4.15828088362479	2	1.80302182428651	1787	9	21	361	6	None	-1	3
9_5_361_6	-3.35809890441738	-1.35495645918525	2	1.78481894150418	1436	9	5	361	6	None	-1	3
9_6_361_6	16.9452907708445	-13.1640290851722	3	2.11410688493019	2077	9	6	361	6	None	-1	3
9_7_361_6	15.8256407563331	2.71094595003581	3	2.4451467268623	2215	9	7	361	6	None	-1	3
9_8_361_6	17.7526543661937	-2.8442499672326	3	2.26341903473162	2217	9	8	361	6	None	-1	3
9_9_361_6	15.9941461539023	11.7104932651612	3	2.54016721192294	2751	9	9	361	6	None	-1	3
